fid,ID,type,utilFloorArea,name0,name1,name2,name3,name4,name5,name6,name7,name8,name9,idBdTopo,nbHousing,unknownNumberOfHousing,idsEntrance,nbPOI,nbWorkingPlace,nbBuildingSimple,nbEntrances,roomLeft
"128",BuildingGroup988057594969697,BuildingGroup,1046.5753,14_Rue Chevreul_75111,,,,,,,,,,BATIMENT0000000240748025,"15","0",Address2488044388928407,"0","9","1","1",1004.5753
"129",BuildingGroup988057594406941,BuildingGroup,1694.016,10_Rue Chevreul_75111,,,,,,,,,,BATIMENT0000000240748021,"20","0",Address2488044388796522,"1","4","1","1",1466.016
"130",BuildingGroup988057568643148,BuildingGroup,698.0285,131_Rue Oberkampf_75111,,,,,,,,,,BATIMENT0000000240757840-BATIMENT0000000240757836,"11","0",Address9088044263465235,"6","9","2","1",83.0285
"131",BuildingGroup988057531533401,BuildingGroup,7424.6567,102_Rue Saint-maur_75111,,,,,,,,,,BATIMENT0000000253249349-BATIMENT0000000240758917,"325","0",Address3388044327289599,"15","51","2","1",4141.6567
"132",BuildingGroup988057415097064,BuildingGroup,1309.663,33_Rue Alexandre Dumas_75111,,,,,,,,,,BATIMENT0000000240748276-BATIMENT0000000240748278,"17","0",Address1688044280419765,"1","11","2","1",1103.663
"133",BuildingGroup988057357445356,BuildingGroup,1332.732,81_Boulevard de Charonne_75111,,,,,,,,,,BATIMENT0000000240748733,"20","0",Address4988044392622108,"8","26","1","1",406.73206
"134",BuildingGroup9788061441731096,BuildingGroup,1070.4901,136_Rue du Chemin Vert_75111,,,,,,,,,,BATIMENT0000000240756681-BATIMENT0000000240756680-BATIMENT0000000240756675,"22","0",Address3388044397054357,"4","9","3","1",398.4901
"135",BuildingGroup9788061353968414,BuildingGroup,500.50122,14_RUE DE LA VACQUERIE_75111,,,,,,,,,,BATIMENT0000000240755988,"0","0",Address4488044256487429,"1","2","1","1",0
"136",BuildingGroup9788061273660877,BuildingGroup,2223.1753,41_Rue de la Roquette_75111,,,,,,,,,,BATIMENT0000000240743327-BATIMENT0000000240743321,"37","0",Address2788044288478753,"5","15","2","1",467.1753
"137",BuildingGroup9788061227391585,BuildingGroup,1032.2953,11_Rue Trousseau_75111,,,,,,,,,,BATIMENT0000000240744232,"20","0",Address5488044291259485,"2","9","1","1",784.2953
"138",BuildingGroup9788061201822466,BuildingGroup,561.918,18_Rue Trousseau_75111,,,,,,,,,,BATIMENT0000000240744218,"16","0",Address6488044291445645,"2","7","1","1",35.91803
"139",BuildingGroup9788061184148926,BuildingGroup,446.505,11_Passage Saint-bernard_75111,,,,,,,,,,BATIMENT0000000240744263,"6","0",Address4688044339721722,"1","5","1","1",290.505
"140",BuildingGroup9788060942103802,BuildingGroup,5413.4717,25_Rue de la Fontaine au Roi_75111,,,,,,,,,,BATIMENT0000000240754795,"45","0",Address6488044374989340,"6","27","1","1",1488.4717
"141",BuildingGroup9788060929828943,BuildingGroup,1479.3569,129_Avenue Parmentier_75111,,,,,,,,,,BATIMENT0000000240754814-BATIMENT0000000240754815,"27","0",Address1888044415157221,"6","16","2","1",74.35693
"142",BuildingGroup9788060822486153,BuildingGroup,747.2605,97_Avenue Philippe-auguste_75111,,,,,,,,,,BATIMENT0000000240748696,"24","0",Address7088044356009303,"5","12","1","1",216
"143",BuildingGroup9788060776568867,BuildingGroup,23879.11,94_Rue de Charonne_75111,18_Rue Jean Macé_75111,,,,,,,,,BATIMENT0000000240744946-BATIMENT0000000240744953-BATIMENT0000000240744947-BATIMENT0000000253242088,"19","0",Address788044413041174__Address4988044261563282,"22","31","4","2",18925.11
"144",BuildingGroup9788060545561078,BuildingGroup,6861.162,106_Rue de la Folie-méricourt_75111,104_Rue de la Folie-méricourt_75111,,,,,,,,,BATIMENT0000000240754858-BATIMENT0000000240755287-BATIMENT0000000240754863,"72","0",Address688044349386448__Address2488044349280190,"8","38","3","2",3779.162
"145",BuildingGroup9788060503566035,BuildingGroup,510.986,62_Rue de Malte_75111,,,,,,,,,,BATIMENT0000000245187918,"12","0",Address9088044352653431,"2","3","1","1",239.986
"146",BuildingGroup9788060396591433,BuildingGroup,921.6253,22_Rue Rochebrune_75111,,,,,,,,,,BATIMENT0000000240756795,"21","0",Address6388044317447658,"14","18","1","1",189
"147",BuildingGroup9788060325007737,BuildingGroup,1112.072,10_Rue Boulle_75111,,,,,,,,,,BATIMENT0000000240754457,"6","0",Address1988044345229017,"2","4","1","1",652.072
"148",BuildingGroup9788059995675323,BuildingGroup,652.851,30_Rue de la Folie-régnault_75111,,,,,,,,,,BATIMENT0000000240760027,"13","0",Address9088044379914666,"8","8","1","1",199.85101
"149",BuildingGroup9788059821958608,BuildingGroup,1455.8461,30_Boulevard Beaumarchais_75111,,,,,,,,,,BATIMENT0000000245197896,"13","0",Address4388044328358296,"5","5","1","1",973.84607
"150",BuildingGroup9788059713236044,BuildingGroup,405.10577,9_Rue Voltaire_75111,,,,,,,,,,BATIMENT0000000240748592,"8","0",Address1088044323524658,"0","3","1","1",405.10577
"151",BuildingGroup9788059665291082,BuildingGroup,1250.86,5_TER_Cité Voltaire_75111,,,,,,,,,,BATIMENT0000000240748624,"30","0",Address4688044339430973,"1","7","1","1",671.86
"152",BuildingGroup9788059473005998,BuildingGroup,1548.5938,118_Avenue Ledru Rollin_75111,,,,,,,,,,BATIMENT0000000240744442,"2","0",Address4788044399619812,"5","8","1","1",18
"153",BuildingGroup9788059362823501,BuildingGroup,1482.8591,76_Rue Sedaine_75111,,,,,,,,,,BATIMENT0000000240755854,"39","0",Address1488044298206537,"2","10","1","1",1351.8591
"154",BuildingGroup9788059253986626,BuildingGroup,893.95355,197_RUE DU FAUBOURG SAINT ANTOINE_75111,,,,,,,,,,BATIMENT0000000240744183-BATIMENT0000000240744185,"19","0",Address6688044247931208,"1","6","2","1",742.95355
"155",BuildingGroup9788059247595327,BuildingGroup,1332.7576,11_Rue Charrière_75111,9_Rue Charrière_75111,,,,,,,,,BATIMENT0000000240744310,"0","0",Address5588044403511512__Address9988044403537170,"1","3","1","2",0
"156",BuildingGroup9788059240671077,BuildingGroup,816.0638,19_Rue Charrière_75111,,,,,,,,,,BATIMENT0000000240744322-BATIMENT0000000240745031-BATIMENT0000000240744313,"6","0",,"1","3","3","0",816.0638
"157",BuildingGroup9788059216918692,BuildingGroup,3451.068,199_RUE DU FAUBOURG SAINT ANTOINE_75111,4_Rue du Dahomey_75111,4_BIS_Rue du Dahomey_75111,,,,,,,,BATIMENT0000000240744180,"32","0",Address4788044248045520__Address8688044296329692__Address5388044296370531,"27","146","1","3",288
"158",BuildingGroup9788059175058899,BuildingGroup,6275.512,45_Rue de Montreuil_75111,,,,,,,,,,BATIMENT0000000240748821-BATIMENT0000000000164160-BATIMENT0000000240748820-BATIMENT0000000240749218,"33","0",Address7588044314284540,"20","45","4","1",2445.5122
"159",BuildingGroup9788059044391264,BuildingGroup,614.35876,41_Rue de la Folie-méricourt_75111,,,,,,,,,,BATIMENT0000000240754600,"8","0",Address6988044348077855,"4","5","1","1",325.35876
"160",BuildingGroup9788058981226750,BuildingGroup,1499.485,176_Rue Saint-maur_75111,,,,,,,,,,BATIMENT0000000240758999-BATIMENT0000000240759000,"50","0",Address7788044327315370__Address7788044327315370,"12","28","2","2",242.48499
"161",BuildingGroup9788058924090806,BuildingGroup,839.001,2_Rue Roubo_75111,,,,,,,,,,BATIMENT0000000240747821,"12","0",Address9388044359133040,"6","34","1","1",161.00098
"162",BuildingGroup9788058860794556,BuildingGroup,1685.2101,47_Rue Léon Frot_75111,,,,,,,,,,BATIMENT0000000240744556,"42","0",Address6988044385199528,"6","21","1","1",92.21008
"163",BuildingGroup9788058709275386,BuildingGroup,673.9565,16_Rue Pache_75111,,,,,,,,,,BATIMENT0000000240756090,"12","0",Address2488044389276747,"5","8","1","1",217.95648
"164",BuildingGroup9788058391036516,BuildingGroup,860.69727,2_Rue Godefroy Cavaignac_75111,,,,,,,,,,BATIMENT0000000240744378,"0","0",Address4788044310141038,"2","3","1","1",0
"165",BuildingGroup9788058376183668,BuildingGroup,1136.8792,89_Rue de Charonne_75111,,,,,,,,,,BATIMENT0000000240744375-BATIMENT0000000240744385,"19","0",Address3888044261298823,"5","16","2","1",449.87915
"166",BuildingGroup9788058367277041,BuildingGroup,1791.6938,178_Boulevard Voltaire_75111,,,,,,,,,,BATIMENT0000000240743518,"12","0",Address3088044306734405,"3","6","1","1",1384.6938
"167",BuildingGroup9788058302958556,BuildingGroup,1860.2761,1_Passage Saint-sébastien_75111,1_BIS_Passage Saint-sébastien_75111,3_BIS_Passage Saint-sébastien_75111,,,,,,,,BATIMENT0000000245186698-BATIMENT0000000245187454,"42","0",Address188044339969347__Address4188044340303305,"12","20","2","2",453.27612
"168",BuildingGroup9788058219344974,BuildingGroup,11085.955,39_Avenue de la République_75111,87_Avenue Parmentier_75111,37_Avenue de la République_75111,,,,,,,,BATIMENT0000000240758809-BATIMENT0000000240758846-BATIMENT0000000316910573-BATIMENT0000000316910572-BATIMENT0000000240757449,"76","0",Address6788044277357798__Address1988044277277150__Address6788044277357798__Address7688044416468926,"15","39","5","4",3153.955
"169",BuildingGroup9788057990532820,BuildingGroup,3119.5254,14_Rue Crespin du Gast_75111,,,,,,,,,,BATIMENT0000000240757255,"1","0",Address7588044329665223,"6","36","1","1",9
"170",BuildingGroup9788057905291135,BuildingGroup,458.235,3_Rue Léon Frot_75111,,,,,,,,,,BATIMENT0000000240747555,"10","0",Address7988044384730561,"0","3","1","1",458.235
"171",BuildingGroup9788057822120601,BuildingGroup,5375.7104,21_Rue Bréguet_75111,21_TER_Rue Bréguet_75111,,,,,,,,,BATIMENT0000000356564007-BATIMENT0000000356564122-BATIMENT0000000356564069,"61","0",,"11","14","3","0",3644.7104
"172",BuildingGroup9688061524438833,BuildingGroup,1863.3234,2_Rue Réné Villermé_75111,70_Rue de la Folie-régnault_75111,,,,,,,,,BATIMENT0000000240757365-BATIMENT0000000240757366,"36","0",Address5188044379133192,"3","7","2","1",1712.3234
"173",BuildingGroup9688061517792733,BuildingGroup,784.7625,8_Passage de la Folie-régnault_75111,,,,,,,,,,BATIMENT0000000240759258-BATIMENT0000000240759260,"21","0",Address9588044350647263,"0","2","2","1",784.7625
"174",BuildingGroup9688061462301189,BuildingGroup,6559.3906,61_Rue de la Folie-régnault_75111,63_Rue de la Folie-régnault_75111,65_Rue de la Folie-régnault_75111,,,,,,,,BATIMENT0000000240756696-BATIMENT0000000240756697-BATIMENT0000000240757344-BATIMENT0000000240756771-BATIMENT0000000240757345,"108","0",,"1","2","5","0",5001.3906
"175",BuildingGroup9688061447981765,BuildingGroup,2995.7358,74_Rue de la Folie-régnault_75111,76_Rue de la Folie-régnault_75111,,,,,,,,,BATIMENT0000000240757332-BATIMENT0000000240757331-BATIMENT0000000240756685-BATIMENT0000000240757333,"56","0",Address2188044381088372__Address2788044381075798,"5","15","4","2",2432.7358
"176",BuildingGroup9688061187886393,BuildingGroup,1247.0605,64_Rue de Charonne_75111,,,,,,,,,,BATIMENT0000000240744906,"29","0",Address5788044259956232,"6","11","1","1",216.06055
"177",BuildingGroup9688061146172714,BuildingGroup,2573.46,86_Avenue de la République_75111,,,,,,,,,,BATIMENT0000000240756897,"13","0",Address3588044278856778,"3","21","1","1",1604.46
"178",BuildingGroup9688061107266776,BuildingGroup,486.94803,11_Cité Dupont_75111,,,,,,,,,,BATIMENT0000000240756543,"8","0",Address2988044331956763,"1","3","1","1",137.94803
"179",BuildingGroup9688060944994946,BuildingGroup,5756.379,54_Rue du Faubourg du Temple_75111,,,,,,,,,,BATIMENT0000000240754808-BATIMENT0000000240754807,"41","0",Address3388044412605154,"18","50","2","1",2467.379
"180",BuildingGroup9688060851573592,BuildingGroup,377.80374,16_Passage Alexandrine_75111,,,,,,,,,,BATIMENT0000000240747544,"1","0",Address1988044294172922,"0","1","1","1",377.80374
"181",BuildingGroup9688060829873021,BuildingGroup,1078.225,145_Rue de Charonne_75111,,,,,,,,,,BATIMENT0000000240748685,"21","0",Address2388044259971068,"5","14","1","1",345.22498
"182",BuildingGroup9688060749334393,BuildingGroup,1476.909,206_Boulevard Voltaire_75111,,,,,,,,,,BATIMENT0000000240748856-BATIMENT0000000240748857,"14","0",Address1988044303086040,"2","11","2","1",982.90906
"183",BuildingGroup9688060734690662,BuildingGroup,1998.1587,6_A_Rue Jules Vallés_75111,,,,,,,,,,BATIMENT0000000240743548,"60","0",Address188044347735930,"0","0","1","1",1998.1587
"184",BuildingGroup9688060600629386,BuildingGroup,1377.782,24_Rue Chanzy_75111,23_Rue Paul Bert_75111,,,,,,,,,BATIMENT0000000240744094,"23","0",Address6488044343174825__Address7988044377917230,"7","10","1","2",73.78198
"185",BuildingGroup9688060562017811,BuildingGroup,1031.1945,4_Impasse Charles Petit_75111,,,,,,,,,,BATIMENT0000000240744156,"16","0",Address6188044329389440,"1","9","1","1",801.19446
"186",BuildingGroup9688060507938657,BuildingGroup,2525.0525,7_Rue de la Pierre Levée_75111,,,,,,,,,,BATIMENT0000000240754844,"0","0",Address4188044405028389,"3","4","1","1",0
"187",BuildingGroup9688060395915191,BuildingGroup,805.03503,4_Rue du Général Guilhem_75111,,,,,,,,,,BATIMENT0000000240756787,"17","0",Address2388044343765998,"2","5","1","1",763.03503
"188",BuildingGroup9688060381540340,BuildingGroup,1296.9215,57_Rue Saint-maur_75111,,,,,,,,,,BATIMENT0000000240756519,"31","0",Address188044325128689,"7","9","1","1",354.9215
"189",BuildingGroup9688060373680768,BuildingGroup,860.5188,99_Rue du Chemin Vert_75111,,,,,,,,,,BATIMENT0000000240756793,"12","0",Address3288044398191345,"2","9","1","1",690.5188
"190",BuildingGroup9688060304048977,BuildingGroup,2927.4512,53_Rue Saint-sabin_75111,,,,,,,,,,BATIMENT0000000245186298,"19","0",Address3688044395069867,"4","9","1","1",1265.4512
"191",BuildingGroup9688060222131489,BuildingGroup,1778.6633,56_Rue Alexandre Dumas_75111,,,,,,,,,,BATIMENT0000000240748667-BATIMENT0000000240748668,"29","0",Address7488044279457197,"1","15","2","1",1592.6633
"192",BuildingGroup9688060043767104,BuildingGroup,1472.7526,14_Rue de Vaucouleurs_75111,,,,,,,,,,BATIMENT0000000240757974-BATIMENT0000000240757975,"27","0",Address9488044360143243,"5","19","2","1",379.75256
"193",BuildingGroup9688059996339912,BuildingGroup,3050.7393,32_BIS_Rue de la Folie-régnault_75111,32_TER_Rue de la Folie-régnault_75111,,,,,,,,,BATIMENT0000000240760206-BATIMENT0000000240760208-BATIMENT0000000240760211-BATIMENT0000002011664047-BATIMENT0000000240760212,"3","0",Address7388044379979376,"2","16","5","1",2182.7393
"194",BuildingGroup9688059755415801,BuildingGroup,1185.0616,34_Rue Alexandre Dumas_75111,,,,,,,,,,BATIMENT0000000240748610,"11","0",Address988044280447592,"0","2","1","1",1138.0616
"195",BuildingGroup9688059422932347,BuildingGroup,1554.7648,111_Boulevard Richard Lenoir_75111,,,,,,,,,,BATIMENT0000000245187346,"24","0",Address9588044274181124,"5","14","1","1",719.7648
"196",BuildingGroup9688059417422681,BuildingGroup,1751.1149,9_Boulevard Voltaire_75111,,,,,,,,,,BATIMENT0000000245187772,"13","0",Address1488044309110089,"3","13","1","1",1079.1149
"197",BuildingGroup9688059379127948,BuildingGroup,1833.1951,7_Place Léon Blum_75111,,,,,,,,,,BATIMENT0000000240755845,"12","0",Address4688044383914605,"1","6","1","1",1637.1951
"198",BuildingGroup9688059324970848,BuildingGroup,1878.7721,7_Avenue du Trône_75111,,,,,,,,,,BATIMENT0000000240747817,"17","0",,"3","13","1","0",163.7721
"199",BuildingGroup9688059277560848,BuildingGroup,1196.103,195_RUE DU FAUBOURG SAINT ANTOINE_75111,,,,,,,,,,BATIMENT0000000240744186,"0","0",Address4888044247815212,"5","5","1","1",0
"200",BuildingGroup9688059054010501,BuildingGroup,3480.478,106_Boulevard Richard Lenoir_75111,,,,,,,,,,BATIMENT0000000240754599,"34","0",Address2488044273848239,"5","17","1","1",2520.478
"201",BuildingGroup9688058983514132,BuildingGroup,1103.028,13_Rue de l'Orillon_75111,,,,,,,,,,BATIMENT0000002011664115,"14","0",Address4888044315360219,"0","1","1","1",1103.028
"202",BuildingGroup9688058769714809,BuildingGroup,416.2365,10_Rue de la Roquette_75111,,,,,,,,,,BATIMENT0000000240741976,"3","0",Address1788044290691354,"6","6","1","1",27
"203",BuildingGroup9688058551183200,BuildingGroup,411.927,9_RUE DES 3 COURONNES_75111,,,,,,,,,,BATIMENT0000000240757747,"0","0",Address1588044254869564,"3","3","1","1",0
"204",BuildingGroup9688058362119983,BuildingGroup,487.81503,18_Rue Richard Lenoir_75111,,,,,,,,,,BATIMENT0000000240743493,"5","0",Address7788044405375108,"0","3","1","1",109.81503
"205",BuildingGroup9688058227705306,BuildingGroup,712.98004,46_Rue Jean-pierre Timbaud_75111,,,,,,,,,,BATIMENT0000000240754828,"5","0",Address8388044418654407,"6","9","1","1",45
"206",BuildingGroup9688058143377751,BuildingGroup,7304.5176,52_BIS_Boulevard Richard Lenoir_75111,54_Boulevard Richard Lenoir_75111,,,,,,,,,BATIMENT0000000240754497-BATIMENT0000000240754499-BATIMENT0000000240754631,"120","0",Address5988044273292029__Address9188044273333592,"5","20","3","2",6785.5176
"207",BuildingGroup9688057953938021,BuildingGroup,22021.88,28_Rue Léon Frot_75111,18_Rue Léon Frot_75111,,,,,,,,,BATIMENT0000000240748706-BATIMENT0000000240749195-BATIMENT0000000240749196-BATIMENT0000000240749194,"503","0",Address188044384688241__Address3988044384381156,"8","42","4","2",13420.881
"208",BuildingGroup9688057748724349,BuildingGroup,5167.626,9_COUR DE L OURS_75111,,,,,,,,,,BATIMENT0000000240744606,"18","0",Address988044256659898,"10","31","1","1",3382.626
"209",BuildingGroup9688057673548743,BuildingGroup,1811.1205,54_Boulevard du Temple_75111,,,,,,,,,,BATIMENT0000000245187759,"15","0",Address9088044411276857,"6","7","1","1",980.1205
"210",BuildingGroup9688057557489252,BuildingGroup,1874.7007,86_Rue Jean-pierre Timbaud_75111,,,,,,,,,,BATIMENT0000000253249348-BATIMENT0000000240757810-BATIMENT0000000240757791,"14","0",Address1888044419923602,"8","20","3","1",436.70068
"211",BuildingGroup9688057413168375,BuildingGroup,964.95404,86_Avenue Philippe-auguste_75111,,,,,,,,,,BATIMENT0000000240747780,"14","0",Address1288044355400084,"7","13","1","1",72.95404
"212",BuildingGroup9688057045065945,BuildingGroup,1574.54,43_Rue Oberkampf_75111,,,,,,,,,,BATIMENT0000000240754550,"26","0",,"4","11","1","0",1092.54
"213",BuildingGroup9588061743349127,BuildingGroup,570.4137,81_Boulevard de Ménilmontant_75111,,,,,,,,,,BATIMENT0000000240756709,"12","0",Address2688044321853783,"1","6","1","1",277.4137
"214",BuildingGroup9588061738773804,BuildingGroup,2752.929,15_Rue Crespin du Gast_75111,,,,,,,,,,BATIMENT0000000253249345,"0","0",Address7488044329692437,"3","3","1","1",0
"215",BuildingGroup9588061601431659,BuildingGroup,897.98676,126_Avenue de la République_75111,,,,,,,,,,BATIMENT0000000240756670-BATIMENT0000000240756671,"10","0",Address1588044276399661,"2","7","2","1",338.98676
"216",BuildingGroup9588061356264670,BuildingGroup,1889.0657,3_Rue de la Croix Faubin_75111,,,,,,,,,,BATIMENT0000000240756138-BATIMENT0000000240756141,"37","0",Address7988044358871958,"1","10","2","1",1707.0657
"217",BuildingGroup9588061113289630,BuildingGroup,827.0925,1_Rue Guillaume Bertrand_75111,,,,,,,,,,BATIMENT0000000240756719,"18","0",Address4888044353937945,"8","15","1","1",162
"218",BuildingGroup9588061047399772,BuildingGroup,6647.238,32_Rue Moret_75111,,,,,,,,,,BATIMENT0000000240757888,"64","0",Address9588044387107311,"4","9","1","1",6481.238
"219",BuildingGroup9588061032714960,BuildingGroup,2096.7417,106_Rue Jean-pierre Timbaud_75111,,,,,,,,,,BATIMENT0000000240757892-BATIMENT0000000240757890,"35","0",Address6688044420076683,"11","12","2","1",565.7417
"220",BuildingGroup9588060879766735,BuildingGroup,1312.9186,23_Rue Emile Lepeu_75111,,,,,,,,,,BATIMENT0000000240747541,"40","0",Address7088044319238695,"3","12","1","1",947.9186
"221",BuildingGroup9588060850398694,BuildingGroup,762.8963,19_Passage Gustave Lepeu_75111,,,,,,,,,,BATIMENT0000000240747533,"20","0",Address1188044402413632,"1","9","1","1",587.8963
"222",BuildingGroup9588060847881821,BuildingGroup,331.63602,14_Passage Gustave Lepeu_75111,,,,,,,,,,BATIMENT0000000240747473,"9","0",Address688044402252695,"1","6","1","1",312.63602
